"ID"	"GB_ACC"	"Gene.Title"	"Gene.Symbol"
"218962_PM_s_at"	"218962_PM_s_at"	"NM_022484"	"transmembrane protein 168"	"TMEM168"
"228981_PM_at"	"228981_PM_at"	"AI588928"	"transmembrane protein 169"	"TMEM169"
"1557137_PM_at"	"1557137_PM_at"	"AA084725"	"transmembrane protein 17"	"TMEM17"
"227586_PM_at"	"227586_PM_at"	"AV699843"	"transmembrane protein 170A"	"TMEM170A"
"235798_PM_at"	"235798_PM_at"	"BE671123"	"transmembrane protein 170B"	"TMEM170B"
"1553559_PM_at"	"1553559_PM_at"	"NM_173490"	"transmembrane protein 171"	"TMEM171"
"224916_PM_at"	"224916_PM_at"	"BG110811"	"transmembrane protein 173"	"TMEM173"
"231623_PM_at"	"231623_PM_at"	"AI732994"	"transmembrane protein 174"	"TMEM174"
"223462_PM_at"	"223462_PM_at"	"BC005158"	"transmembrane protein 175"	"TMEM175"
"218345_PM_at"	"218345_PM_at"	"NM_018487"	"transmembrane protein 176A"	"TMEM176A"
"220532_PM_s_at"	"220532_PM_s_at"	"NM_014020"	"transmembrane protein 176B"	"TMEM176B"
"218897_PM_at"	"218897_PM_at"	"NM_030577"	"transmembrane protein 177"	"TMEM177"
"229302_PM_at"	"229302_PM_at"	"AA058832"	"transmembrane protein 178"	"TMEM178"
"231216_PM_at"	"231216_PM_at"	"BE671450"	"Transmembrane protein 179"	"TMEM179"
"228089_PM_x_at"	"228089_PM_x_at"	"H72927"	"transmembrane protein 179B"	"TMEM179B"
"225487_PM_at"	"225487_PM_at"	"AI074464"	"transmembrane protein 18"	"TMEM18"
"219745_PM_at"	"219745_PM_at"	"NM_024789"	"transmembrane protein 180"	"TMEM180"
"225127_PM_at"	"225127_PM_at"	"BF217531"	"transmembrane protein 181"	"TMEM181"
"1553301_PM_a_at"	"1553301_PM_a_at"	"NM_144632"	"transmembrane protein 182"	"TMEM182"
"212164_PM_at"	"212164_PM_at"	"AL522296"	"transmembrane protein 183A"	"TMEM183A"
"212165_PM_at"	"212165_PM_at"	"AF070537"	"transmembrane protein 183A /// transmembrane protein 183B"	"TMEM183A /// TMEM183B"
"1558281_PM_a_at"	"1558281_PM_a_at"	"BQ277407"	"transmembrane protein 184A"	"TMEM184A"
"202027_PM_at"	"202027_PM_at"	"NM_012264"	"transmembrane protein 184B"	"TMEM184B"
"219074_PM_at"	"219074_PM_at"	"NM_018241"	"transmembrane protein 184C"	"TMEM184C"
"1554105_PM_at"	"1554105_PM_at"	"BC022405"	"transmembrane protein 185A"	"TMEM185A"
"219253_PM_at"	"219253_PM_at"	"NM_024121"	"transmembrane protein 185B (pseudogene)"	"TMEM185B"
"204676_PM_at"	"204676_PM_at"	"NM_015421"	"transmembrane protein 186"	"TMEM186"
"204340_PM_at"	"204340_PM_at"	"NM_003492"	"transmembrane protein 187"	"TMEM187"
"235812_PM_at"	"235812_PM_at"	"AI935115"	"transmembrane protein 188"	"TMEM188"
"223186_PM_at"	"223186_PM_at"	"AB044550"	"transmembrane protein 189"	"TMEM189"
"201002_PM_s_at"	"201002_PM_s_at"	"U39361"	"transmembrane protein 189 /// TMEM189-UBE2V1 readthrough /// ubiquitin-conjugating enzyme E2 variant 1"	"TMEM189 /// TMEM189-UBE2V1 /// UBE2V1"
"201001_PM_s_at"	"201001_PM_s_at"	"BG164064"	"TMEM189-UBE2V1 readthrough /// ubiquitin-conjugating enzyme E2 variant 1"	"TMEM189-UBE2V1 /// UBE2V1"
"219941_PM_at"	"219941_PM_at"	"NM_018279"	"transmembrane protein 19"	"TMEM19"
"1552594_PM_at"	"1552594_PM_at"	"NM_139172"	"transmembrane protein 190"	"TMEM190"
"223628_PM_at"	"223628_PM_at"	"AL136879"	"transmembrane protein 191A"	"TMEM191A"
"226589_PM_at"	"226589_PM_at"	"BE964222"	"transmembrane protein 192"	"TMEM192"
"1555790_PM_a_at"	"1555790_PM_a_at"	"BC036301"	"transmembrane protein 192 /// zinc finger protein 320"	"TMEM192 /// ZNF320"
"212619_PM_at"	"212619_PM_at"	"AW205215"	"transmembrane protein 194A"	"TMEM194A"
"238014_PM_at"	"238014_PM_at"	"AW291339"	"transmembrane protein 194B"	"TMEM194B"
"1552293_PM_at"	"1552293_PM_at"	"NM_152774"	"transmembrane protein 196"	"TMEM196"
"227890_PM_at"	"227890_PM_at"	"AL524643"	"transmembrane protein 198"	"TMEM198"
"225374_PM_at"	"225374_PM_at"	"BG110004"	"transmembrane protein 199"	"TMEM199"
"218113_PM_at"	"218113_PM_at"	"NM_013390"	"transmembrane protein 2"	"TMEM2"
"231012_PM_at"	"231012_PM_at"	"AI123333"	"transmembrane protein 20"	"TMEM20"
"234994_PM_at"	"234994_PM_at"	"AA088177"	"transmembrane protein 200A"	"TMEM200A"
"227386_PM_s_at"	"227386_PM_s_at"	"N63821"	"transmembrane protein 200B"	"TMEM200B"
"229523_PM_at"	"229523_PM_at"	"N66694"	"Transmembrane protein 200C"	"TMEM200C"
"227617_PM_at"	"227617_PM_at"	"BF315093"	"transmembrane protein 201"	"TMEM201"
"225052_PM_at"	"225052_PM_at"	"AL520657"	"transmembrane protein 203"	"TMEM203"
"219315_PM_s_at"	"219315_PM_s_at"	"NM_024600"	"transmembrane protein 204"	"TMEM204"
"225003_PM_at"	"225003_PM_at"	"BF343862"	"transmembrane protein 205"	"TMEM205"
"218814_PM_s_at"	"218814_PM_s_at"	"NM_018252"	"transmembrane protein 206"	"TMEM206"
"237639_PM_at"	"237639_PM_at"	"AI913600"	"transmembrane protein 207"	"TMEM207"
"221597_PM_s_at"	"221597_PM_s_at"	"BC003080"	"transmembrane protein 208"	"TMEM208"
"222267_PM_at"	"222267_PM_at"	"BE619220"	"transmembrane protein 209"	"TMEM209"
"217016_PM_x_at"	"217016_PM_x_at"	"AK026825"	"transmembrane protein 212"	"TMEM212"
"239593_PM_at"	"239593_PM_at"	"AI769774"	"transmembrane protein 213"	"TMEM213"
"217899_PM_at"	"217899_PM_at"	"NM_017727"	"transmembrane protein 214"	"TMEM214"
"223305_PM_at"	"223305_PM_at"	"AF151078"	"transmembrane protein 216"	"TMEM216"
"237016_PM_at"	"237016_PM_at"	"AI125204"	"transmembrane protein 217"	"TMEM217"
"226073_PM_at"	"226073_PM_at"	"BE857362"	"transmembrane protein 218"	"TMEM218"
"224981_PM_at"	"224981_PM_at"	"AL520900"	"transmembrane protein 219"	"TMEM219"
"219569_PM_s_at"	"219569_PM_s_at"	"NM_025246"	"transmembrane protein 22"	"TMEM22"
"229693_PM_at"	"229693_PM_at"	"AI952836"	"transmembrane protein 220"	"TMEM220"
"1559687_PM_at"	"1559687_PM_at"	"BI598673"	"transmembrane protein 221"	"TMEM221"
"221512_PM_at"	"221512_PM_at"	"AL136683"	"transmembrane protein 222"	"TMEM222"
"213818_PM_x_at"	"213818_PM_x_at"	"AI862325"	"transmembrane protein 223"	"TMEM223"
"244460_PM_at"	"244460_PM_at"	"AI392627"	"transmembrane protein 225"	"TMEM225"
"1558177_PM_at"	"1558177_PM_at"	"AK090706"	"transmembrane protein 229B"	"TMEM229B"
"219182_PM_at"	"219182_PM_at"	"NM_024533"	"transmembrane protein 231"	"TMEM231"
"1568698_PM_at"	"1568698_PM_at"	"BC042563"	"transmembrane protein 232"	"TMEM232"
"226647_PM_at"	"226647_PM_at"	"AL562445"	"transmembrane protein 25"	"TMEM25"
"1555025_PM_at"	"1555025_PM_at"	"BC042872"	"transmembrane protein 26"	"TMEM26"
"223784_PM_at"	"223784_PM_at"	"AF229179"	"transmembrane protein 27"	"TMEM27"
"217743_PM_s_at"	"217743_PM_s_at"	"NM_018247"	"transmembrane protein 30A"	"TMEM30A"
"213285_PM_at"	"213285_PM_at"	"AV691491"	"transmembrane protein 30B"	"TMEM30B"
"231569_PM_at"	"231569_PM_at"	"N58489"	"transmembrane protein 31"	"TMEM31"
"218465_PM_at"	"218465_PM_at"	"NM_018126"	"transmembrane protein 33"	"TMEM33"
"219685_PM_at"	"219685_PM_at"	"NM_021637"	"transmembrane protein 35"	"TMEM35"
"1554483_PM_at"	"1554483_PM_at"	"AF361356"	"transmembrane protein 37"	"TMEM37"
"222896_PM_at"	"222896_PM_at"	"AA196034"	"transmembrane protein 38A"	"TMEM38A"
"218772_PM_x_at"	"218772_PM_x_at"	"NM_018112"	"transmembrane protein 38B"	"TMEM38B"
"218615_PM_s_at"	"218615_PM_s_at"	"NM_018266"	"transmembrane protein 39A"	"TMEM39A"
"218770_PM_s_at"	"218770_PM_s_at"	"NM_018056"	"transmembrane protein 39B"	"TMEM39B"
"219503_PM_s_at"	"219503_PM_s_at"	"NM_018306"	"transmembrane protein 40"	"TMEM40"
"225991_PM_at"	"225991_PM_at"	"BE644935"	"transmembrane protein 41A"	"TMEM41A"
"212622_PM_at"	"212622_PM_at"	"N64760"	"transmembrane protein 41B"	"TMEM41B"
"226361_PM_at"	"226361_PM_at"	"BF056095"	"transmembrane protein 42"	"TMEM42"
"217795_PM_s_at"	"217795_PM_s_at"	"W74580"	"transmembrane protein 43"	"TMEM43"
"1560275_PM_at"	"1560275_PM_at"	"BC039506"	"transmembrane protein 44"	"TMEM44"
"219410_PM_at"	"219410_PM_at"	"NM_018004"	"transmembrane protein 45A"	"TMEM45A"
"226226_PM_at"	"226226_PM_at"	"AI282982"	"transmembrane protein 45B"	"TMEM45B"
"209655_PM_s_at"	"209655_PM_s_at"	"AI803181"	"transmembrane protein 47"	"TMEM47"
"218073_PM_s_at"	"218073_PM_s_at"	"NM_018087"	"transmembrane protein 48"	"TMEM48"
"1569003_PM_at"	"1569003_PM_at"	"AL541655"	"transmembrane protein 49"	"TMEM49"
"204807_PM_at"	"204807_PM_at"	"BF224146"	"transmembrane protein 5"	"TMEM5"
"217766_PM_s_at"	"217766_PM_s_at"	"NM_014313"	"transmembrane protein 50A"	"TMEM50A"
"219600_PM_s_at"	"219600_PM_s_at"	"NM_006134"	"transmembrane protein 50B"	"TMEM50B"
"218815_PM_s_at"	"218815_PM_s_at"	"NM_018022"	"transmembrane protein 51"	"TMEM51"
"230467_PM_at"	"230467_PM_at"	"BE552414"	"transmembrane protein 52"	"TMEM52"
"1554077_PM_a_at"	"1554077_PM_a_at"	"BC007521"	"transmembrane protein 53"	"TMEM53"
"225536_PM_at"	"225536_PM_at"	"AL545105"	"transmembrane protein 54"	"TMEM54"
"226338_PM_at"	"226338_PM_at"	"AA604382"	"transmembrane protein 55A"	"TMEM55A"
"225287_PM_s_at"	"225287_PM_s_at"	"AI992151"	"transmembrane protein 55B"	"TMEM55B"
"234980_PM_at"	"234980_PM_at"	"AI004375"	"transmembrane protein 56"	"TMEM56"
"218562_PM_s_at"	"218562_PM_s_at"	"NM_018202"	"transmembrane protein 57"	"TMEM57"
"200620_PM_at"	"200620_PM_at"	"NM_004872"	"transmembrane protein 59"	"TMEM59"
"219005_PM_at"	"219005_PM_at"	"NM_012109"	"transmembrane protein 59-like"	"TMEM59L"
"223396_PM_at"	"223396_PM_at"	"AF260336"	"transmembrane protein 60"	"TMEM60"
"230822_PM_at"	"230822_PM_at"	"AI766925"	"transmembrane protein 61"	"TMEM61"
"218776_PM_s_at"	"218776_PM_s_at"	"NM_024956"	"transmembrane protein 62"	"TMEM62"
"202699_PM_s_at"	"202699_PM_s_at"	"AW510783"	"transmembrane protein 63A"	"TMEM63A"
"225271_PM_at"	"225271_PM_at"	"AI732727"	"transmembrane protein 63B"	"TMEM63B"
"227733_PM_at"	"227733_PM_at"	"AA928939"	"transmembrane protein 63C"	"TMEM63C"
"225972_PM_at"	"225972_PM_at"	"AA524005"	"transmembrane protein 64"	"TMEM64"
"238045_PM_at"	"238045_PM_at"	"BG167675"	"transmembrane protein 65"	"TMEM65"
"200847_PM_s_at"	"200847_PM_s_at"	"NM_016127"	"transmembrane protein 66"	"TMEM66"
"1552763_PM_at"	"1552763_PM_at"	"NM_153704"	"transmembrane protein 67"	"TMEM67"
"226483_PM_at"	"226483_PM_at"	"AI890761"	"transmembrane protein 68"	"TMEM68"
"223335_PM_at"	"223335_PM_at"	"AF151063"	"transmembrane protein 69"	"TMEM69"
"219448_PM_at"	"219448_PM_at"	"BC002748"	"transmembrane protein 70"	"TMEM70"
"238429_PM_at"	"238429_PM_at"	"AI342543"	"transmembrane protein 71"	"TMEM71"
"1558323_PM_at"	"1558323_PM_at"	"BC029135"	"transmembrane protein 72"	"TMEM72"
"1552520_PM_at"	"1552520_PM_at"	"BC030710"	"transmembrane protein 74"	"TMEM74"
"1559611_PM_at"	"1559611_PM_at"	"AK093424"	"transmembrane protein 75"	"TMEM75"
"223544_PM_at"	"223544_PM_at"	"BC005094"	"transmembrane protein 79"	"TMEM79"
"1559132_PM_at"	"1559132_PM_at"	"BC038383"	"transmembrane protein 80"	"TMEM80"
"240912_PM_x_at"	"240912_PM_x_at"	"AA843716"	"transmembrane protein 84"	"TMEM84"
"223043_PM_at"	"223043_PM_at"	"AF151018"	"transmembrane protein 85"	"TMEM85"
"227570_PM_at"	"227570_PM_at"	"BE857226"	"transmembrane protein 86A"	"TMEM86A"
"229736_PM_at"	"229736_PM_at"	"AW027686"	"transmembrane protein 86B"	"TMEM86B"
"212202_PM_s_at"	"212202_PM_s_at"	"BG493972"	"transmembrane protein 87A"	"TMEM87A"
"225411_PM_at"	"225411_PM_at"	"AI769794"	"transmembrane protein 87B"	"TMEM87B"
"229452_PM_at"	"229452_PM_at"	"AL544576"	"transmembrane protein 88"	"TMEM88"
"230160_PM_x_at"	"230160_PM_x_at"	"BF435074"	"transmembrane protein 88B"	"TMEM88B"
"221882_PM_s_at"	"221882_PM_s_at"	"AI636233"	"transmembrane protein 8A"	"TMEM8A"
"207839_PM_s_at"	"207839_PM_s_at"	"NM_016446"	"transmembrane protein 8B"	"TMEM8B"
"222987_PM_s_at"	"222987_PM_s_at"	"NM_016456"	"transmembrane protein 9"	"TMEM9"
"237053_PM_at"	"237053_PM_at"	"R51094"	"transmembrane protein 90A"	"TMEM90A"
"219310_PM_at"	"219310_PM_at"	"NM_024893"	"transmembrane protein 90B"	"TMEM90B"
"229957_PM_at"	"229957_PM_at"	"BF446281"	"transmembrane protein 91"	"TMEM91"
"231408_PM_at"	"231408_PM_at"	"AW293202"	"transmembrane protein 92"	"TMEM92"
"221255_PM_s_at"	"221255_PM_s_at"	"NM_031298"	"transmembrane protein 93"	"TMEM93"
"1560281_PM_a_at"	"1560281_PM_a_at"	"BC040900"	"transmembrane protein 95"	"TMEM95"
"212279_PM_at"	"212279_PM_at"	"BE779865"	"transmembrane protein 97"	"TMEM97"
"223170_PM_at"	"223170_PM_at"	"AF132000"	"transmembrane protein 98"	"TMEM98"
"226565_PM_at"	"226565_PM_at"	"AW054855"	"transmembrane protein 99"	"TMEM99"
"218065_PM_s_at"	"218065_PM_s_at"	"NM_020644"	"TMEM9 domain family, member B"	"TMEM9B"
"213024_PM_at"	"213024_PM_at"	"BF593908"	"TATA element modulatory factor 1"	"TMF1"
"1553600_PM_at"	"1553600_PM_at"	"NM_147196"	"transmembrane inner ear"	"TMIE"
"244716_PM_x_at"	"244716_PM_x_at"	"AI817976"	"transmembrane and immunoglobulin domain containing 2"	"TMIGD2"
"1554206_PM_at"	"1554206_PM_at"	"BC025269"	"trimethyllysine hydroxylase, epsilon"	"TMLHE"
"203661_PM_s_at"	"203661_PM_s_at"	"BC002660"	"tropomodulin 1"	"TMOD1"
"213161_PM_at"	"213161_PM_at"	"AI583393"	"tropomodulin 1 /// thiosulfate sulfurtransferase (rhodanese)-like domain containing 2"	"TMOD1 /// TSTD2"
"219701_PM_at"	"219701_PM_at"	"NM_014548"	"tropomodulin 2 (neuronal)"	"TMOD2"
"220800_PM_s_at"	"220800_PM_s_at"	"NM_014547"	"tropomodulin 3 (ubiquitous)"	"TMOD3"
"223762_PM_at"	"223762_PM_at"	"AF177173"	"tropomodulin 4 (muscle)"	"TMOD4"
"203432_PM_at"	"203432_PM_at"	"AW272611"	"thymopoietin"	"TMPO"
"1560712_PM_at"	"1560712_PM_at"	"AL833167"	"transmembrane protease, serine 11B"	"TMPRSS11B"
"207602_PM_at"	"207602_PM_at"	"NM_004262"	"transmembrane protease, serine 11D"	"TMPRSS11D"
"220431_PM_at"	"220431_PM_at"	"NM_014058"	"transmembrane protease, serine 11E"	"TMPRSS11E"
"1569176_PM_at"	"1569176_PM_at"	"BC035123"	"transmembrane (C-terminal) protease, serine 12"	"TMPRSS12"
"223659_PM_at"	"223659_PM_at"	"AB048797"	"transmembrane protease, serine 13"	"TMPRSS13"
"207638_PM_at"	"207638_PM_at"	"NM_002772"	"transmembrane protease, serine 15"	"TMPRSS15"
"1570433_PM_at"	"1570433_PM_at"	"BC015819"	"transmembrane protease, serine 2"	"TMPRSS2"
"220177_PM_s_at"	"220177_PM_s_at"	"NM_024022"	"transmembrane protease, serine 3"	"TMPRSS3"
"218960_PM_at"	"218960_PM_at"	"NM_016425"	"transmembrane protease, serine 4"	"TMPRSS4"
"221032_PM_s_at"	"221032_PM_s_at"	"NM_030770"	"transmembrane protease, serine 5"	"TMPRSS5"
"214955_PM_at"	"214955_PM_at"	"AI912086"	"transmembrane protease, serine 6"	"TMPRSS6"
"217733_PM_s_at"	"217733_PM_s_at"	"NM_021103"	"thymosin beta 10"	"TMSB10"
"205347_PM_s_at"	"205347_PM_s_at"	"NM_021992"	"thymosin beta 15a"	"TMSB15A"
"1570039_PM_at"	"1570039_PM_at"	"BC029803"	"thymosin beta 15B"	"TMSB15B"
"216438_PM_s_at"	"216438_PM_s_at"	"AL133228"	"thymosin beta 4, X-linked /// thymosin-like 3"	"TMSB4X /// TMSL3"
"206769_PM_at"	"206769_PM_at"	"NM_004202"	"thymosin beta 4, Y-linked"	"TMSB4Y"
"224397_PM_s_at"	"224397_PM_s_at"	"AF319520"	"transmembrane and tetratricopeptide repeat containing 1"	"TMTC1"
"228574_PM_at"	"228574_PM_at"	"AI862551"	"Transmembrane and tetratricopeptide repeat containing 2"	"TMTC2"
"1560017_PM_at"	"1560017_PM_at"	"AK074973"	"transmembrane and tetratricopeptide repeat containing 3"	"TMTC3"
"1554101_PM_a_at"	"1554101_PM_a_at"	"BC018707"	"transmembrane and tetratricopeptide repeat containing 4"	"TMTC4"
"223153_PM_x_at"	"223153_PM_x_at"	"BC000936"	"transmembrane and ubiquitin-like domain containing 1"	"TMUB1"
"218419_PM_s_at"	"218419_PM_s_at"	"NM_024107"	"transmembrane and ubiquitin-like domain containing 2"	"TMUB2"
"208097_PM_s_at"	"208097_PM_s_at"	"NM_030755"	"thioredoxin-related transmembrane protein 1"	"TMX1"
"201175_PM_at"	"201175_PM_at"	"NM_015959"	"thioredoxin-related transmembrane protein 2"	"TMX2"
"1552822_PM_at"	"1552822_PM_at"	"NM_019022"	"thioredoxin-related transmembrane protein 3"	"TMX3"
"201580_PM_s_at"	"201580_PM_s_at"	"AL544094"	"thioredoxin-related transmembrane protein 4"	"TMX4"
"1555707_PM_at"	"1555707_PM_at"	"AF463496"	"TRAFs and NIK-associated protein"	"TNAP"
"201645_PM_at"	"201645_PM_at"	"NM_002160"	"tenascin C"	"TNC"
"207113_PM_s_at"	"207113_PM_s_at"	"NM_000594"	"tumor necrosis factor"	"TNF"
"201207_PM_at"	"201207_PM_at"	"NM_021137"	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"	"TNFAIP1"
"202509_PM_s_at"	"202509_PM_s_at"	"AI862445"	"tumor necrosis factor, alpha-induced protein 2"	"TNFAIP2"
"202643_PM_s_at"	"202643_PM_s_at"	"AI738896"	"tumor necrosis factor, alpha-induced protein 3"	"TNFAIP3"
"206025_PM_s_at"	"206025_PM_s_at"	"AW188198"	"tumor necrosis factor, alpha-induced protein 6"	"TNFAIP6"
"208296_PM_x_at"	"208296_PM_x_at"	"NM_014350"	"tumor necrosis factor, alpha-induced protein 8"	"TNFAIP8"
"227420_PM_at"	"227420_PM_at"	"BF338045"	"tumor necrosis factor, alpha-induced protein 8-like 1"	"TNFAIP8L1"
"223583_PM_at"	"223583_PM_at"	"AF271774"	"tumor necrosis factor, alpha-induced protein 8-like 2"	"TNFAIP8L2"
"1552648_PM_a_at"	"1552648_PM_a_at"	"NM_003844"	"tumor necrosis factor receptor superfamily, member 10a"	"TNFRSF10A"
"209294_PM_x_at"	"209294_PM_x_at"	"BC001281"	"tumor necrosis factor receptor superfamily, member 10b"	"TNFRSF10B"
"206222_PM_at"	"206222_PM_at"	"NM_003841"	"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain"	"TNFRSF10C"
"210654_PM_at"	"210654_PM_at"	"AF021233"	"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"	"TNFRSF10D"
"207037_PM_at"	"207037_PM_at"	"NM_003839"	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"	"TNFRSF11A"
"204932_PM_at"	"204932_PM_at"	"BF433902"	"tumor necrosis factor receptor superfamily, member 11b"	"TNFRSF11B"
"218368_PM_s_at"	"218368_PM_s_at"	"NM_016639"	"tumor necrosis factor receptor superfamily, member 12A"	"TNFRSF12A"
"207641_PM_at"	"207641_PM_at"	"NM_012452"	"tumor necrosis factor receptor superfamily, member 13B"	"TNFRSF13B"
"1552892_PM_at"	"1552892_PM_at"	"NM_052945"	"tumor necrosis factor receptor superfamily, member 13C"	"TNFRSF13C"
"209354_PM_at"	"209354_PM_at"	"BC002794"	"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"	"TNFRSF14"
"206641_PM_at"	"206641_PM_at"	"NM_001192"	"tumor necrosis factor receptor superfamily, member 17"	"TNFRSF17"
"223851_PM_s_at"	"223851_PM_s_at"	"AF241229"	"tumor necrosis factor receptor superfamily, member 18"	"TNFRSF18"
"223827_PM_at"	"223827_PM_at"	"AF246998"	"tumor necrosis factor receptor superfamily, member 19"	"TNFRSF19"
"207643_PM_s_at"	"207643_PM_s_at"	"NM_001065"	"tumor necrosis factor receptor superfamily, member 1A"	"TNFRSF1A"
"203508_PM_at"	"203508_PM_at"	"NM_001066"	"tumor necrosis factor receptor superfamily, member 1B"	"TNFRSF1B"
"214581_PM_x_at"	"214581_PM_x_at"	"BE568134"	"tumor necrosis factor receptor superfamily, member 21"	"TNFRSF21"
"210847_PM_x_at"	"210847_PM_x_at"	"AF026071"	"tumor necrosis factor receptor superfamily, member 25"	"TNFRSF25"
"208023_PM_at"	"208023_PM_at"	"NM_003327"	"tumor necrosis factor receptor superfamily, member 4"	"TNFRSF4"
"206729_PM_at"	"206729_PM_at"	"NM_001243"	"tumor necrosis factor receptor superfamily, member 8"	"TNFRSF8"
"207536_PM_s_at"	"207536_PM_s_at"	"NM_001561"	"tumor necrosis factor receptor superfamily, member 9"	"TNFRSF9"
"202687_PM_s_at"	"202687_PM_s_at"	"U57059"	"tumor necrosis factor (ligand) superfamily, member 10"	"TNFSF10"
"210643_PM_at"	"210643_PM_at"	"AF053712"	"tumor necrosis factor (ligand) superfamily, member 11"	"TNFSF11"
"205611_PM_at"	"205611_PM_at"	"NM_003809"	"tumor necrosis factor (ligand) superfamily, member 12"	"TNFSF12"
"209499_PM_x_at"	"209499_PM_x_at"	"BF448647"	"TNFSF12-TNFSF13 readthrough /// tumor necrosis factor (ligand) superfamily, member 13"	"TNFSF12-TNFSF13 /// TNFSF13"
"210314_PM_x_at"	"210314_PM_x_at"	"AF114013"	"tumor necrosis factor (ligand) superfamily, member 13"	"TNFSF13"
"223501_PM_at"	"223501_PM_at"	"AW151360"	"tumor necrosis factor (ligand) superfamily, member 13b"	"TNFSF13B"
"207907_PM_at"	"207907_PM_at"	"NM_003807"	"tumor necrosis factor (ligand) superfamily, member 14"	"TNFSF14"
"221085_PM_at"	"221085_PM_at"	"NM_005118"	"tumor necrosis factor (ligand) superfamily, member 15"	"TNFSF15"
"221371_PM_at"	"221371_PM_at"	"NM_005092"	"tumor necrosis factor (ligand) superfamily, member 18"	"TNFSF18"
"207426_PM_s_at"	"207426_PM_s_at"	"NM_003326"	"tumor necrosis factor (ligand) superfamily, member 4"	"TNFSF4"
"207216_PM_at"	"207216_PM_at"	"NM_001244"	"tumor necrosis factor (ligand) superfamily, member 8"	"TNFSF8"
"206907_PM_at"	"206907_PM_at"	"NM_003811"	"tumor necrosis factor (ligand) superfamily, member 9"	"TNFSF9"
"211828_PM_s_at"	"211828_PM_s_at"	"AF172268"	"TRAF2 and NCK interacting kinase"	"TNIK"
"207196_PM_s_at"	"207196_PM_s_at"	"NM_006058"	"TNFAIP3 interacting protein 1"	"TNIP1"
"218335_PM_x_at"	"218335_PM_x_at"	"NM_024309"	"TNFAIP3 interacting protein 2"	"TNIP2"
"220655_PM_at"	"220655_PM_at"	"NM_024873"	"TNFAIP3 interacting protein 3"	"TNIP3"
"205793_PM_x_at"	"205793_PM_x_at"	"NM_003985"	"tyrosine kinase, non-receptor, 1"	"TNK1"
"1555557_PM_a_at"	"1555557_PM_a_at"	"BC008884"	"tyrosine kinase, non-receptor, 2"	"TNK2"
"1569391_PM_at"	"1569391_PM_at"	"BC023578"	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"	"TNKS"
"224792_PM_at"	"224792_PM_at"	"AL566438"	"tankyrase 1 binding protein 1, 182kDa"	"TNKS1BP1"
"218228_PM_s_at"	"218228_PM_s_at"	"NM_025235"	"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"	"TNKS2"
"220065_PM_at"	"220065_PM_at"	"NM_022144"	"tenomodulin"	"TNMD"
"215271_PM_at"	"215271_PM_at"	"BF432086"	"tenascin N"	"TNN"
"209904_PM_at"	"209904_PM_at"	"AF020769"	"troponin C type 1 (slow)"	"TNNC1"
"205388_PM_at"	"205388_PM_at"	"NM_003279"	"troponin C type 2 (fast)"	"TNNC2"
"205177_PM_at"	"205177_PM_at"	"NM_003281"	"troponin I type 1 (skeletal, slow)"	"TNNI1"
"206393_PM_at"	"206393_PM_at"	"NM_003282"	"troponin I type 2 (skeletal, fast)"	"TNNI2"
"205742_PM_at"	"205742_PM_at"	"NM_000363"	"troponin I type 3 (cardiac)"	"TNNI3"
"220415_PM_at"	"220415_PM_at"	"NM_015978"	"TNNI3 interacting kinase"	"TNNI3K"
"213201_PM_s_at"	"213201_PM_s_at"	"AJ011712"	"troponin T type 1 (skeletal, slow)"	"TNNT1"
"1563655_PM_at"	"1563655_PM_at"	"AL832707"	"troponin T type 2 (cardiac)"	"TNNT2"
"1569986_PM_x_at"	"1569986_PM_x_at"	"BF789882"	"troponin T type 3 (skeletal, fast)"	"TNNT3"
"206568_PM_at"	"206568_PM_at"	"NM_003284"	"transition protein 1 (during histone to protamine replacement)"	"TNP1"
